mean_length,genomes,chroms
732.1511627906976,85,"1,6"
1216.8588235294117,85,"1,6"
2734.4,85,"1,6"
1787.0941176470587,85,"1,6"
1548.164705882353,85,"1,6"
1685.6,85,"1,6"
1543.8470588235293,85,"1,6"
1374.0,85,"1,6"
1203.1764705882354,85,"1,6"
1334.0117647058823,85,"1,6"
1344.3529411764705,85,"1,6"
5015.905882352941,85,"1,6"
1317.8,85,"1,6"
604.202380952381,84,"1,6"
1018.8,85,"1,6"
549.8,10,1
2471.2705882352943,85,"1,6"
1606.835294117647,85,"1,6"
1297.164705882353,85,"1,6"
3063.1176470588234,85,"1,6"
576.5176470588235,85,"1,6"
977.7764705882353,85,"1,6"
1764.8,85,"1,6"
1149.8,85,"1,6"
2076.8,85,"1,6"
1473.070588235294,85,"1,6"
3792.5176470588235,85,"1,6"
874.5529411764705,85,"1,6"
1140.6588235294118,85,"1,6"
914.9302325581396,85,"1,6"
657.4069767441861,85,"1,6"
1600.367816091954,85,"1,6"
5744.709302325581,85,"1,6"
662.0,4,1
508.4,5,1
725.7,6,1
2770.8117647058825,85,"1,6"
954.1058823529412,85,"1,6"
2031.5882352941176,85,"1,6"
584.953488372093,85,"1,6"
574.8101265822785,78,"1,6"
2374.364705882353,85,"1,6"
617.5882352941177,85,"1,6"
1332.0588235294117,85,"1,6"
1032.0,7,1
546.5,6,1
1608.5058823529412,85,"1,6"
896.0705882352942,85,"1,6"
4907.7411764705885,85,"1,6"
1769.4235294117648,85,"1,6"
2610.2758620689656,85,"1,6"
1149.7317073170732,82,"1,6"
979.9294117647058,85,"1,6"
602.7294117647059,85,"1,6"
960.1764705882352,17,1
828.5822784810126,79,"1,6"
1343.270588235294,85,"1,6"
749.1882352941177,85,"1,6"
1891.1764705882354,85,"1,6"
3406.3411764705884,85,"1,6"
1397.6117647058823,85,"1,6"
2051.75,4,1
1740.0,85,"1,6"
2721.470588235294,85,"1,6"
1043.5647058823529,85,"1,6"
1383.894117647059,85,"1,6"
815.4,85,"1,6"
1339.4117647058824,85,"1,6"
886.2352941176471,85,"1,6"
1224.729411764706,85,"1,6"
1712.7176470588236,85,"1,6"
1278.9529411764706,85,"1,6"
1150.452380952381,84,"1,6"
2533.470588235294,85,"1,6"
847.3846153846154,13,1
742.5714285714286,6,1
719.6666666666666,6,1
623.0,4,1
599.2222222222222,9,1
561.0,4,1
1074.0,4,1
665.1311475409836,55,"1,6"
685.0,4,1
929.1647058823529,85,"1,6"
1587.3529411764705,85,"1,6"
1079.4588235294118,85,"1,6"
11836.470588235294,85,"1,6"
783.875,8,1
2929.247058823529,85,"1,6"
620.1428571428571,5,1
2050.0,2,1
567.0677966101695,54,"1,6"
1195.5555555555557,4,1
1584.9764705882353,85,"1,6"
1142.8481012658228,79,"1,6"
4732.916666666667,84,"1,6"
1283.1666666666667,84,"1,6"
1194.0,5,1
2704.8117647058825,85,"1,6"
1620.0588235294117,85,"1,6"
1319.929411764706,85,"1,6"
1846.1882352941177,85,"1,6"
809.25,8,1
645.4848484848485,33,1
3698.309523809524,84,"1,6"
1211.5714285714287,84,"1,6"
1317.7738095238096,84,"1,6"
1922.3058823529411,85,"1,6"
7163.047058823529,85,"1,6"
1650.2823529411764,85,"1,6"
1298.835294117647,85,"1,6"
17263.623529411765,85,"1,6"
3166.164705882353,85,"1,6"
901.7674418604652,85,"1,6"
1641.0,7,1
1493.235294117647,85,"1,6"
994.5,4,1
998.2,85,"1,6"
1577.8823529411766,85,"1,6"
517.2,15,1
1296.9176470588236,85,"1,6"
1254.1951219512196,82,"1,6"
2903.894117647059,85,"1,6"
1528.0588235294117,85,"1,6"
6912.694117647059,85,"1,6"
969.3764705882353,85,"1,6"
902.0,85,"1,6"
881.2261904761905,84,"1,6"
2519.3176470588237,85,"1,6"
2693.741176470588,85,"1,6"
2627.6941176470586,85,"1,6"
3251.4823529411765,85,"1,6"
699.3333333333334,3,1
541.6666666666666,3,1
554.3333333333334,6,1
707.0,4,1
905.5,6,1
700.0,4,1
2157.6666666666665,3,1
1814.0,2,1
1396.3647058823528,85,"1,6"
694.92,21,1
1259.2117647058824,85,"1,6"
2192.176470588235,85,"1,6"
2063.164705882353,85,"1,6"
1416.0941176470587,85,"1,6"
1621.5764705882352,85,"1,6"
2418.8823529411766,85,"1,6"
1251.0941176470587,85,"1,6"
507.2,9,1
1688.0,3,1
2023.764705882353,85,"1,6"
561.9882352941177,85,"1,6"
3115.8705882352942,85,"1,6"
1714.2857142857142,84,"1,6"
2434.404761904762,84,"1,6"
2219.440476190476,84,"1,6"
566.9764705882353,85,"1,6"
4697.6,85,"1,6"
865.435294117647,85,"1,6"
817.1666666666666,6,1
2691.8117647058825,85,"1,6"
560.1666666666666,6,1
1433.1882352941177,85,"1,6"
592.7380952380952,84,"1,6"
993.3214285714286,84,"1,6"
1052.8214285714287,84,"1,6"
599.5833333333334,84,"1,6"
1312.904761904762,84,"1,6"
4146.297619047619,84,"1,6"
534.1686746987951,83,"1,6"
988.2470588235294,85,"1,6"
3061.0941176470587,85,"1,6"
1263.4418604651162,85,"1,6"
3206.2441860465115,85,"1,6"
929.9186046511628,85,"1,6"
592.3604651162791,85,"1,6"
1373.164705882353,85,"1,6"
606.8333333333334,6,1
1053.6666666666667,6,1
525.2,10,1
864.6588235294117,85,"1,6"
654.7647058823529,85,"1,6"
1564.3647058823528,85,"1,6"
1714.046511627907,85,"1,6"
551.4285714285714,7,1
2452.070588235294,85,"1,6"
3519.9529411764706,85,"1,6"
1390.7058823529412,85,"1,6"
1577.035294117647,85,"1,6"
1374.5411764705882,85,"1,6"
985.1176470588235,85,"1,6"
2127.2,85,"1,6"
776.5764705882353,85,"1,6"
1087.75,4,1
870.1012658227849,79,"1,6"
552.0,4,1
1655.7882352941176,85,"1,6"
1207.4588235294118,85,"1,6"
2616.3058823529414,85,"1,6"
1868.0,4,1
2726.423529411765,85,"1,6"
661.0,9,1
1370.6363636363637,11,1
1171.1818181818182,11,1
1801.0941176470587,85,"1,6"
1251.929411764706,85,"1,6"
926.0,5,1
1650.3333333333333,6,1
1801.4588235294118,85,"1,6"
2030.8117647058823,85,"1,6"
984.5,6,1
5562.388235294117,85,"1,6"
887.435294117647,85,"1,6"
544.2,5,1
1286.8117647058823,85,"1,6"
2352.364705882353,85,"1,6"
607.8705882352941,85,"1,6"
837.8941176470588,85,"1,6"
1278.4705882352941,85,"1,6"
750.1666666666666,6,1
2111.8823529411766,85,"1,6"
1513.7882352941176,85,"1,6"
1587.0235294117647,85,"1,6"
2645.894117647059,85,"1,6"
2162.9882352941177,85,"1,6"
1528.6,85,"1,6"
1367.4,85,"1,6"
536.7692307692307,52,"1,6"
3929.8470588235296,85,"1,6"
609.702380952381,84,"1,6"
2270.705882352941,85,"1,6"
901.1647058823529,85,"1,6"
1234.1764705882354,85,"1,6"
2656.2705882352943,85,"1,6"
1415.129411764706,85,"1,6"
1493.8823529411766,85,"1,6"
2226.0,2,1
712.0,2,1
650.1727272727272,7,1
1331.5,4,1
1505.5,4,1
578.6666666666666,3,1
662.0,3,1
942.2068965517242,26,1
896.9176470588235,85,"1,6"
1494.0470588235294,85,"1,6"
2709.670588235294,85,"1,6"
588.3690476190476,84,"1,6"
1062.4352941176471,85,"1,6"
1907.3176470588235,85,"1,6"
2291.9411764705883,85,"1,6"
604.4,5,1
1048.0470588235294,85,"1,6"
820.4078947368421,76,"1,6"
1597.764705882353,85,"1,6"
3083.5176470588235,85,"1,6"
944.7647058823529,85,"1,6"
1518.2,85,"1,6"
915.4,85,"1,6"
761.9058823529411,85,"1,6"
4242.094117647059,85,"1,6"
1523.3764705882354,85,"1,6"
1099.3882352941177,85,"1,6"
610.9032258064516,25,"1,6"
7110.0625,26,"1,6"
1065.6206896551723,17,1
922.7142857142857,7,1
1114.4285714285713,6,1
857.75,7,1
1732.5,2,1
703.5,2,1
519.5,3,1
704.0833333333334,11,1
728.0,4,1
1340.5,2,1
654.0,4,1
648.72,20,1
707.2678571428571,52,"1,6"
526.2321428571429,52,"1,6"
601.125,41,"1,6"
2204.6666666666665,2,1
5217.0,2,1
847.4,3,1
565.0,2,1
542.0,3,1
1399.0,3,1
653.0,2,1
1095.0,2,1
2347.5,2,1
683.0,6,1
791.3076923076923,11,1
701.6666666666666,11,1
1514.0,3,1
2192.25,3,1
1620.0,3,1
953.5,7,1
940.25,7,1
820.75,3,1
1171.0,7,1
592.25,7,1
1520.0,2,1
610.2291666666666,48,"1,6"
1139.0350877192982,57,"1,6"
522.7368421052631,37,"1,6"
505.3125,29,"1,6"
2656.3939393939395,32,"1,6"
873.8787878787879,32,"1,6"
927.8787878787879,32,"1,6"
755.2207792207793,77,"1,6"
639.1917808219179,73,"1,6"
609.688524590164,61,"1,6"
893.3285714285714,70,"1,6"
684.1486486486486,74,"1,6"
625.0961538461538,52,"1,6"
831.0,31,"1,6"
865.4166666666666,72,"1,6"
962.4931506849315,73,"1,6"
984.2,30,"1,6"
993.695652173913,69,"1,6"
2398.935483870968,25,"1,6"
642.734693877551,49,"1,6"
903.6969696969697,33,"1,6"
539.6944444444445,34,"1,6"
758.9782608695652,42,"1,6"
627.7073170731708,39,"1,6"
966.0869565217391,40,"1,6"
1231.304347826087,40,"1,6"
591.9605263157895,76,"1,6"
1062.921052631579,76,"1,6"
646.3684210526316,76,"1,6"
530.8266666666667,75,"1,6"
839.1111111111111,36,"1,6"
537.9014084507043,70,"1,6"
652.8571428571429,35,"1,6"
699.9714285714285,70,"1,6"
1586.2985074626865,67,"1,6"
756.9571428571429,70,"1,6"
576.0222222222222,45,"1,6"
762.1136363636364,44,"1,6"
924.2666666666667,15,1
685.6666666666666,6,1
1821.5555555555557,9,1
1484.0,8,1
1002.8571428571429,7,1
3224.8571428571427,7,1
2556.285714285714,7,1
551.75,8,1
713.0,6,1
683.0,4,1
594.0,7,1
735.1,6,1
715.0,6,1
921.0,3,1
2416.0,3,1
5086.4,5,1
1934.0,6,1
555.0,6,1
1568.3333333333333,6,1
555.0,5,1
998.0,6,1
4529.0,1,1
730.2608695652174,23,1
1889.5,6,1
726.375,16,1
564.0,21,1
837.0588235294117,17,1
1137.857142857143,7,1
521.75,4,1
936.5,16,1
524.6153846153846,13,1
891.3,10,1
1344.0,8,1
2246.5652173913045,17,1
552.5,5,1
816.9565217391304,18,1
578.7391304347826,18,1
689.6666666666666,19,1
606.8095238095239,17,1
1871.5,8,1
1481.125,8,1
560.6666666666666,8,1
1955.2857142857142,7,1
511.5,8,1
1528.4,9,1
1025.8,9,1
929.3333333333334,8,1
928.0,7,1
1726.8620689655172,20,1
647.3225806451613,21,1
834.65625,21,1
1055.0,18,1
587.4137931034483,20,1
699.3448275862069,20,1
623.9310344827586,20,1
668.4666666666667,15,1
1024.4,5,1
657.2857142857143,7,1
622.0,2,1
579.0,3,1
677.0,2,1
1046.0833333333333,10,1
558.0,5,1
729.0,8,1
507.2857142857143,14,1
603.5,15,1
545.3333333333334,4,1
508.3333333333333,5,1
530.1666666666666,5,1
1233.5,2,1
1719.0,2,1
766.0,2,1
518.25,4,1
733.5,4,1
691.0,2,1
1103.6666666666667,2,1
659.2,23,1
987.0,3,1
525.8888888888889,9,1
852.8076923076923,25,1
982.4230769230769,25,1
694.0,26,1
714.3333333333334,3,1
952.0,12,1
1576.8,15,1
518.4375,16,1
523.92,25,1
957.4615384615385,26,1
709.4285714285714,7,1
1275.75,16,1
1928.3809523809523,17,1
598.1538461538462,7,1
3443.0,3,1
2030.3333333333333,3,1
1088.3333333333333,3,1
1734.0,2,1
3684.0,2,1
1160.5,2,1
716.1666666666666,12,1
1836.6666666666667,2,1
773.1538461538462,13,1
599.8461538461538,13,1
1850.5,2,1
1944.0,2,1
559.0,4,1
662.5714285714286,6,1
594.6470588235294,2,1
554.0,2,1
717.5,2,1
3129.2,5,1
690.3333333333334,8,1
521.0,3,1
873.5,2,1
619.0,3,1
633.6666666666666,6,1
1312.0,4,1
1697.5,2,1
524.0,3,1
1319.857142857143,6,1
971.25,4,1
714.5,4,1
1207.7777777777778,10,1
1062.5,2,1
627.0,3,1
650.0714285714286,14,1
527.0,2,1
719.0,2,1
1176.0,2,1
816.5,2,1
3234.5,2,1
1115.3333333333333,3,1
973.5,2,1
879.6666666666666,3,1
518.2,5,1
709.5,2,1
569.8571428571429,6,1
891.75,3,1
1218.0,2,1
2094.0,2,1
855.75,4,1
1150.0,2,1
653.2,3,1
546.6,5,1
591.0,4,1
1727.0,4,1
1080.6,4,1
1178.0,11,1
2421.1428571428573,1,1
717.0,9,1
730.2,20,1
1278.25,4,1
542.0,2,1
529.0,2,1
899.5,2,1
917.4,5,1
3008.8333333333335,4,1
2799.3333333333335,4,1
999.0,2,1
898.5,4,1
6600.0,2,1
575.0,2,1
1388.0,2,1
1305.0,2,1
1073.3333333333333,3,1
634.1666666666666,6,1
557.4,5,1
1513.0,4,1
622.25,4,1
532.0,5,1
1217.5,6,1
1305.0,2,1
543.0,2,1
643.0,5,1
1177.142857142857,7,1
710.0,6,1
2846.0,3,1
660.3333333333334,6,1
604.3333333333334,3,1
525.0,3,1
1021.5,2,1
1984.6666666666667,3,1
1152.0,3,1
737.0,3,1
521.2,5,1
729.0,3,1
728.6,5,1
565.3333333333334,9,1
542.125,8,1
974.7142857142857,7,1
554.5,8,1
684.0,4,1
640.8571428571429,6,1
590.125,7,1
674.6666666666666,3,1
1267.3333333333333,6,1
1098.5,2,1
626.0,2,1
714.5,2,1
6937.0,2,1
3598.0,2,1
2246.8333333333335,2,1
630.0,2,1
823.0,2,1
2188.0,2,1
1041.0,2,1
875.0,2,1
682.75,4,1
1065.0,2,1
693.0,5,1
1444.0,5,1
618.6666666666666,8,1
815.0,3,1
1098.0,5,1
3740.0,6,1
1565.8,5,1
2691.0,2,1
995.0,5,1
521.0,2,1
1182.5,2,1
756.0,2,1
1182.5,6,1
1103.3333333333333,3,1
561.421052631579,1,1
992.0,2,1
906.5,2,1
547.5,2,1
816.0,2,1
1146.0,2,1
603.5,2,1
848.4,5,1
1874.0,3,1
659.0,2,1
764.0,2,1
957.0,2,1
689.1333333333333,2,1
703.5,2,1
676.0,2,1
1172.0,1,1
537.6666666666666,2,1
685.0,4,1
537.25,4,1
699.0,1,1
745.0,1,1
870.7,7,1
749.4444444444445,6,1
633.5,2,1
1572.0,2,1
704.0,3,1
865.0,3,1
868.7241379310345,7,1
636.5,6,1
1137.4,5,1
502.3333333333333,3,1
541.2,5,1
1128.6666666666667,3,1
531.0,3,1
517.3333333333334,3,1
823.5,2,1
645.0,1,1
672.5,1,1
1077.25,3,1
509.0,1,1
1344.0,1,1
625.0,2,1
533.5,1,1
1458.6666666666667,1,1
750.6666666666666,3,1
513.0,4,1
530.3333333333334,3,1
972.3333333333334,6,1
541.0,2,1
646.0,2,1
909.25,4,1
1522.0,1,1
594.3333333333334,3,1
537.0,3,1
1471.0,1,1
769.5,2,1
647.6666666666666,3,1
889.0,3,1
716.6666666666666,3,1
536.0,4,1
565.0,3,1
790.3333333333334,3,1
794.5,2,1
1023.6666666666666,2,1
826.5,2,1
1218.6,4,1
1050.25,3,1
3924.8,4,1
872.0,2,1
928.0,2,1
1541.5,4,1
536.0,2,1
774.5,2,1
761.5,2,1
830.0,2,1
546.5,2,1
1463.0,3,1
817.0,2,1
775.0,2,1
609.0,2,1
972.0,2,1
634.5,2,1
687.4,5,1
839.6666666666666,3,1
584.0,3,1
591.5,2,1
663.5,2,1
581.0,2,1
523.3333333333334,3,1
975.6666666666666,3,1
1355.0,4,1
516.5,2,1
535.5,2,1
909.0,2,1
790.0,2,1
772.5,4,1
638.5,1,1
520.0,1,1
1243.5,2,1
526.0,3,1
735.5,2,1
3215.5,1,1
724.6666666666666,2,1
514.0,1,1
817.0,2,1
534.0,3,1
3477.5,2,1
697.5,2,1
892.0,2,1
536.0,2,1
535.5,2,1
501.0,2,1
592.0,1,1
509.5,2,1
736.0,2,1
815.0,2,1
594.0,2,1
648.5,2,1
719.0,2,1
567.5,6,1
591.3333333333334,3,1
686.5714285714286,6,1
561.0,3,1
2663.0,3,1
1040.0,2,1
951.5,2,1
604.0,2,1
842.75,4,1
516.75,4,1
1155.5,2,1
522.0,2,1
804.0,4,1
572.2,4,1
612.0,1,1
840.0,2,1
500.0,2,1
1253.25,1,1
2270.0,3,1
732.6666666666666,3,1
774.5,2,1
935.0,1,1
682.0,1,1
507.0,2,1
837.6551724137931,3,1
1476.5,2,1
816.0,2,1
725.5,2,1
775.0,2,1
1686.0,2,1
3288.3333333333335,2,1
554.5,3,1
1215.0,3,1
3157.0,2,1
2664.6666666666665,3,1
1061.3333333333333,3,1
1133.3333333333333,2,1
651.25,3,1
1222.3333333333333,3,1
1636.0,1,1
1567.0,2,1
520.0,2,1
826.5,2,1
641.5,2,1
1396.0,4,1
695.5,2,1
1105.0,3,1
1306.4,5,1
855.4,5,1
560.5,4,1
1959.5,4,1
1098.0,4,1
753.0,4,1
1411.2,4,1
513.0,2,1
619.0,2,1
997.3333333333334,3,1
1810.2,3,1
1241.8,3,1
1171.0,3,1
929.0,2,1
1591.6666666666667,3,1
2719.6666666666665,3,1
803.0,3,1
641.0,3,1
502.0,2,1
856.0,2,1
920.3333333333334,3,1
536.0,3,1
932.0,1,1
610.0,1,1
1631.0,1,1
602.0,1,1
1263.0,1,1
509.0,1,1
676.4,4,1
1235.0,1,1
2967.3333333333335,2,1
979.0,1,1
1423.0,1,1
610.0,2,1
585.0,3,1
1313.5,2,1
1396.5,2,1
907.5,2,1
548.0,2,1
575.0,3,1
875.0,3,1
681.0,2,1
886.5,3,1
1104.8,5,1
1007.0,3,1
601.0,2,1
776.0,2,1
1902.0,2,1
962.5,1,1
643.0,1,1
1245.0,2,1
1096.0,2,1
1071.0,1,1
